"BodyType","Make","Year","car_numbers"
Buses and coaches,EAGLE,2021,1
Buses and coaches,EAGLE,2022,0
Cars,EAGLE,2018,1
Cars,EAGLE,2019,1
Cars,EAGLE,2020,1
Cars,EAGLE,2021,2
Cars,EAGLE,2022,2
Light goods vehicles,EAGLE,2018,1
Light goods vehicles,EAGLE,2019,4
Light goods vehicles,EAGLE,2020,36
Light goods vehicles,EAGLE,2021,40
Light goods vehicles,EAGLE,2022,50
Motorcycles,EAGLE,2018,0
Motorcycles,EAGLE,2019,0
Motorcycles,EAGLE,2020,0
Motorcycles,EAGLE,2021,0
Motorcycles,EAGLE,2022,0
Other vehicles,EAGLE,2018,3
Other vehicles,EAGLE,2019,4
Other vehicles,EAGLE,2020,2
Other vehicles,EAGLE,2021,2
Other vehicles,EAGLE,2022,2
Cars,EASY RIDER,2018,0
Cars,EASY RIDER,2019,0
Cars,EASY RIDER,2020,1
Cars,EASY RIDER,2021,0
Cars,EASY RIDER,2022,0
Motorcycles,EASY RIDER,2018,467
Motorcycles,EASY RIDER,2019,398
Motorcycles,EASY RIDER,2020,359
Motorcycles,EASY RIDER,2021,417
Motorcycles,EASY RIDER,2022,362
Other vehicles,EASY RIDER,2018,2
Other vehicles,EASY RIDER,2019,1
Other vehicles,EASY RIDER,2020,2
Other vehicles,EASY RIDER,2021,3
Other vehicles,EASY RIDER,2022,2
Buses and coaches,EBRO,2018,2
Buses and coaches,EBRO,2019,2
Buses and coaches,EBRO,2020,2
Buses and coaches,EBRO,2021,2
Buses and coaches,EBRO,2022,2
Cars,EBRO,2018,2
Cars,EBRO,2019,2
Cars,EBRO,2020,5
Cars,EBRO,2021,4
Cars,EBRO,2022,4
Heavy goods vehicles,EBRO,2018,0
Heavy goods vehicles,EBRO,2019,0
Heavy goods vehicles,EBRO,2020,0
Heavy goods vehicles,EBRO,2021,0
Heavy goods vehicles,EBRO,2022,0
Light goods vehicles,EBRO,2018,1
Light goods vehicles,EBRO,2019,1
Light goods vehicles,EBRO,2020,1
Light goods vehicles,EBRO,2021,0
Light goods vehicles,EBRO,2022,0
Motorcycles,EBRO,2018,10
Motorcycles,EBRO,2019,10
Motorcycles,EBRO,2020,8
Motorcycles,EBRO,2021,7
Motorcycles,EBRO,2022,5
Light goods vehicles,ECO,2018,1
Light goods vehicles,ECO,2019,1
Light goods vehicles,ECO,2020,0
Light goods vehicles,ECO,2021,0
Light goods vehicles,ECO,2022,0
Motorcycles,ECO,2018,0
Motorcycles,ECO,2019,0
Motorcycles,ECO,2020,0
Motorcycles,ECO,2021,0
Motorcycles,ECO,2022,0
Other vehicles,ECO,2018,2
Other vehicles,ECO,2019,2
Other vehicles,ECO,2020,2
Other vehicles,ECO,2021,1
Other vehicles,ECO,2022,1
Motorcycles,ECO NECO,2018,0
Motorcycles,ECO NECO,2019,1
Motorcycles,ECO NECO,2020,4
Motorcycles,ECO NECO,2021,3
Motorcycles,ECO NECO,2022,3
Motorcycles,ECOOTER,2018,0
Motorcycles,ECOOTER,2019,7
Motorcycles,ECOOTER,2020,29
Motorcycles,ECOOTER,2021,22
Motorcycles,ECOOTER,2022,24
Motorcycles,EFUN,2018,0
Motorcycles,EFUN,2019,0
Motorcycles,EFUN,2020,0
Motorcycles,EFUN,2021,12
Motorcycles,EFUN,2022,22
Other vehicles,EGHOLM,2018,0
Other vehicles,EGHOLM,2019,0
Other vehicles,EGHOLM,2020,0
Other vehicles,EGHOLM,2021,0
Other vehicles,EGHOLM,2022,0
Heavy goods vehicles,EGO,2018,0
Heavy goods vehicles,EGO,2019,1
Heavy goods vehicles,EGO,2020,1
Heavy goods vehicles,EGO,2021,1
Heavy goods vehicles,EGO,2022,1
Motorcycles,EGO,2018,2
Motorcycles,EGO,2019,1
Motorcycles,EGO,2020,0
Motorcycles,EGO,2021,1
Motorcycles,EGO,2022,0
Other vehicles,EGO,2018,0
Other vehicles,EGO,2019,0
Other vehicles,EGO,2020,3
Other vehicles,EGO,2021,2
Other vehicles,EGO,2022,3
Cars,ELECTRICARS,2018,0
Cars,ELECTRICARS,2019,1
Cars,ELECTRICARS,2020,1
Cars,ELECTRICARS,2021,1
Cars,ELECTRICARS,2022,1
Heavy goods vehicles,ELECTRICARS,2018,31
Heavy goods vehicles,ELECTRICARS,2019,32
Heavy goods vehicles,ELECTRICARS,2020,30
Heavy goods vehicles,ELECTRICARS,2021,29
Heavy goods vehicles,ELECTRICARS,2022,29
Light goods vehicles,ELECTRICARS,2018,47
Light goods vehicles,ELECTRICARS,2019,42
Light goods vehicles,ELECTRICARS,2020,39
Light goods vehicles,ELECTRICARS,2021,39
Light goods vehicles,ELECTRICARS,2022,39
Motorcycles,ELECTRICARS,2018,1
Motorcycles,ELECTRICARS,2019,1
Motorcycles,ELECTRICARS,2020,1
Motorcycles,ELECTRICARS,2021,1
Motorcycles,ELECTRICARS,2022,1
Other vehicles,ELECTRICARS,2018,12
Other vehicles,ELECTRICARS,2019,13
Other vehicles,ELECTRICARS,2020,11
Other vehicles,ELECTRICARS,2021,9
Other vehicles,ELECTRICARS,2022,9
Other vehicles,ELECTRIC MOBILITY,2018,0
Other vehicles,ELECTRIC MOBILITY,2019,0
Other vehicles,ELECTRIC MOBILITY,2020,0
Other vehicles,ELECTRIC MOBILITY,2021,0
Other vehicles,ELECTRIC MOBILITY,2022,0
Motorcycles,ELECTRIC MOTION,2018,0
Motorcycles,ELECTRIC MOTION,2019,0
Motorcycles,ELECTRIC MOTION,2020,0
Motorcycles,ELECTRIC MOTION,2021,71
Motorcycles,ELECTRIC MOTION,2022,92
Motorcycles,E-MAX,2018,0
Motorcycles,E-MAX,2019,0
Motorcycles,E-MAX,2020,0
Motorcycles,E-MAX,2021,42
Motorcycles,E-MAX,2022,403
Motorcycles,ENERGICA,2018,0
Motorcycles,ENERGICA,2019,0
Motorcycles,ENERGICA,2020,0
Motorcycles,ENERGICA,2021,21
Motorcycles,ENERGICA,2022,46
Buses and coaches,EOS,2018,7
Buses and coaches,EOS,2019,5
Buses and coaches,EOS,2020,0
Buses and coaches,EOS,2021,2
Buses and coaches,EOS,2022,1
Motorcycles,EPC,2018,1
Motorcycles,EPC,2019,1
Motorcycles,EPC,2020,1
Motorcycles,EPC,2021,0
Motorcycles,EPC,2022,1
Other vehicles,EPC,2018,0
Other vehicles,EPC,2019,0
