"BodyType","Make","Year","car_numbers"
Light goods vehicles,LE VOYAGEUR,2021,0
Light goods vehicles,LE VOYAGEUR,2022,0
Cars,LEXMOTO,2018,1
Cars,LEXMOTO,2019,0
Cars,LEXMOTO,2020,0
Cars,LEXMOTO,2021,0
Cars,LEXMOTO,2022,0
Motorcycles,LEXMOTO,2018,19551
Motorcycles,LEXMOTO,2019,21079
Motorcycles,LEXMOTO,2020,26489
Motorcycles,LEXMOTO,2021,27854
Motorcycles,LEXMOTO,2022,27055
Other vehicles,LEXMOTO,2018,0
Other vehicles,LEXMOTO,2019,0
Other vehicles,LEXMOTO,2020,0
Other vehicles,LEXMOTO,2021,0
Other vehicles,LEXMOTO,2022,0
Cars,LEXUS,2018,156092
Cars,LEXUS,2019,162360
Cars,LEXUS,2020,167431
Cars,LEXUS,2021,175865
Cars,LEXUS,2022,179853
Light goods vehicles,LEXUS,2018,54
Light goods vehicles,LEXUS,2019,42
Light goods vehicles,LEXUS,2020,38
Light goods vehicles,LEXUS,2021,35
Light goods vehicles,LEXUS,2022,29
Motorcycles,LEXUS,2018,1
Motorcycles,LEXUS,2019,1
Motorcycles,LEXUS,2020,1
Motorcycles,LEXUS,2021,1
Motorcycles,LEXUS,2022,1
Other vehicles,LEXUS,2018,6
Other vehicles,LEXUS,2019,6
Other vehicles,LEXUS,2020,5
Other vehicles,LEXUS,2021,4
Other vehicles,LEXUS,2022,5
Buses and coaches,LEYLAND,2018,897
Buses and coaches,LEYLAND,2019,851
Buses and coaches,LEYLAND,2020,692
Buses and coaches,LEYLAND,2021,743
Buses and coaches,LEYLAND,2022,743
Cars,LEYLAND,2018,13
Cars,LEYLAND,2019,18
Cars,LEYLAND,2020,19
Cars,LEYLAND,2021,25
Cars,LEYLAND,2022,29
Heavy goods vehicles,LEYLAND,2018,1032
Heavy goods vehicles,LEYLAND,2019,848
Heavy goods vehicles,LEYLAND,2020,674
Heavy goods vehicles,LEYLAND,2021,603
Heavy goods vehicles,LEYLAND,2022,528
Light goods vehicles,LEYLAND,2018,349
Light goods vehicles,LEYLAND,2019,360
Light goods vehicles,LEYLAND,2020,353
Light goods vehicles,LEYLAND,2021,351
Light goods vehicles,LEYLAND,2022,354
Motorcycles,LEYLAND,2018,0
Motorcycles,LEYLAND,2019,0
Motorcycles,LEYLAND,2020,2
Motorcycles,LEYLAND,2021,7
Motorcycles,LEYLAND,2022,8
Other vehicles,LEYLAND,2018,2501
Other vehicles,LEYLAND,2019,2540
Other vehicles,LEYLAND,2020,2522
Other vehicles,LEYLAND,2021,2542
Other vehicles,LEYLAND,2022,2497
Buses and coaches,LEYLAND AEC,2018,491
Buses and coaches,LEYLAND AEC,2019,502
Buses and coaches,LEYLAND AEC,2020,406
Buses and coaches,LEYLAND AEC,2021,454
Buses and coaches,LEYLAND AEC,2022,481
Cars,LEYLAND AEC,2018,3
Cars,LEYLAND AEC,2019,3
Cars,LEYLAND AEC,2020,3
Cars,LEYLAND AEC,2021,3
Cars,LEYLAND AEC,2022,3
Heavy goods vehicles,LEYLAND AEC,2018,62
Heavy goods vehicles,LEYLAND AEC,2019,70
Heavy goods vehicles,LEYLAND AEC,2020,63
Heavy goods vehicles,LEYLAND AEC,2021,61
Heavy goods vehicles,LEYLAND AEC,2022,69
Light goods vehicles,LEYLAND AEC,2018,120
Light goods vehicles,LEYLAND AEC,2019,119
Light goods vehicles,LEYLAND AEC,2020,116
Light goods vehicles,LEYLAND AEC,2021,116
Light goods vehicles,LEYLAND AEC,2022,117
Other vehicles,LEYLAND AEC,2018,89
Other vehicles,LEYLAND AEC,2019,98
Other vehicles,LEYLAND AEC,2020,97
Other vehicles,LEYLAND AEC,2021,99
Other vehicles,LEYLAND AEC,2022,97
Buses and coaches,LEYLAND AM,2018,7
Buses and coaches,LEYLAND AM,2019,6
Buses and coaches,LEYLAND AM,2020,6
Buses and coaches,LEYLAND AM,2021,5
Buses and coaches,LEYLAND AM,2022,5
Cars,LEYLAND AM,2018,0
Cars,LEYLAND AM,2019,0
Cars,LEYLAND AM,2020,0
Cars,LEYLAND AM,2021,0
Cars,LEYLAND AM,2022,0
Heavy goods vehicles,LEYLAND AM,2018,0
Heavy goods vehicles,LEYLAND AM,2019,0
Heavy goods vehicles,LEYLAND AM,2020,0
Heavy goods vehicles,LEYLAND AM,2021,0
Heavy goods vehicles,LEYLAND AM,2022,0
Light goods vehicles,LEYLAND AM,2018,65
Light goods vehicles,LEYLAND AM,2019,75
Light goods vehicles,LEYLAND AM,2020,79
Light goods vehicles,LEYLAND AM,2021,86
Light goods vehicles,LEYLAND AM,2022,83
Other vehicles,LEYLAND AM,2018,24
Other vehicles,LEYLAND AM,2019,24
Other vehicles,LEYLAND AM,2020,27
Other vehicles,LEYLAND AM,2021,24
Other vehicles,LEYLAND AM,2022,24
Buses and coaches,LEYLAND CARS,2018,47
Buses and coaches,LEYLAND CARS,2019,46
Buses and coaches,LEYLAND CARS,2020,45
Buses and coaches,LEYLAND CARS,2021,42
Buses and coaches,LEYLAND CARS,2022,47
Cars,LEYLAND CARS,2018,958
Cars,LEYLAND CARS,2019,1103
Cars,LEYLAND CARS,2020,1206
Cars,LEYLAND CARS,2021,1294
Cars,LEYLAND CARS,2022,1346
Heavy goods vehicles,LEYLAND CARS,2018,4
Heavy goods vehicles,LEYLAND CARS,2019,3
Heavy goods vehicles,LEYLAND CARS,2020,2
Heavy goods vehicles,LEYLAND CARS,2021,2
Heavy goods vehicles,LEYLAND CARS,2022,2
Light goods vehicles,LEYLAND CARS,2018,189
Light goods vehicles,LEYLAND CARS,2019,216
Light goods vehicles,LEYLAND CARS,2020,234
Light goods vehicles,LEYLAND CARS,2021,243
Light goods vehicles,LEYLAND CARS,2022,256
Other vehicles,LEYLAND CARS,2018,87
Other vehicles,LEYLAND CARS,2019,87
Other vehicles,LEYLAND CARS,2020,88
Other vehicles,LEYLAND CARS,2021,89
Other vehicles,LEYLAND CARS,2022,89
Buses and coaches,LEYLAND DAF,2018,52
Buses and coaches,LEYLAND DAF,2019,38
Buses and coaches,LEYLAND DAF,2020,28
Buses and coaches,LEYLAND DAF,2021,26
Buses and coaches,LEYLAND DAF,2022,27
Cars,LEYLAND DAF,2018,2
Cars,LEYLAND DAF,2019,2
Cars,LEYLAND DAF,2020,2
Cars,LEYLAND DAF,2021,2
Cars,LEYLAND DAF,2022,2
Heavy goods vehicles,LEYLAND DAF,2018,5051
Heavy goods vehicles,LEYLAND DAF,2019,4429
Heavy goods vehicles,LEYLAND DAF,2020,3613
Heavy goods vehicles,LEYLAND DAF,2021,3252
Heavy goods vehicles,LEYLAND DAF,2022,2841
Light goods vehicles,LEYLAND DAF,2018,235
Light goods vehicles,LEYLAND DAF,2019,217
Light goods vehicles,LEYLAND DAF,2020,186
Light goods vehicles,LEYLAND DAF,2021,168
Light goods vehicles,LEYLAND DAF,2022,124
Motorcycles,LEYLAND DAF,2018,0
Motorcycles,LEYLAND DAF,2019,0
Motorcycles,LEYLAND DAF,2020,0
Motorcycles,LEYLAND DAF,2021,0
Motorcycles,LEYLAND DAF,2022,0
Other vehicles,LEYLAND DAF,2018,286
Other vehicles,LEYLAND DAF,2019,243
Other vehicles,LEYLAND DAF,2020,201
Other vehicles,LEYLAND DAF,2021,188
Other vehicles,LEYLAND DAF,2022,168
Buses and coaches,LEYLAND NATIONAL,2018,74
Buses and coaches,LEYLAND NATIONAL,2019,78
Buses and coaches,LEYLAND NATIONAL,2020,73
Buses and coaches,LEYLAND NATIONAL,2021,89
Buses and coaches,LEYLAND NATIONAL,2022,109
Cars,LEYLAND NATIONAL,2018,1
Cars,LEYLAND NATIONAL,2019,1
Cars,LEYLAND NATIONAL,2020,1
Cars,LEYLAND NATIONAL,2021,1
Cars,LEYLAND NATIONAL,2022,1
Heavy goods vehicles,LEYLAND NATIONAL,2018,6
Heavy goods vehicles,LEYLAND NATIONAL,2019,5
Heavy goods vehicles,LEYLAND NATIONAL,2020,4
Heavy goods vehicles,LEYLAND NATIONAL,2021,6
Heavy goods vehicles,LEYLAND NATIONAL,2022,5
Light goods vehicles,LEYLAND NATIONAL,2018,9
Light goods vehicles,LEYLAND NATIONAL,2019,9
Light goods vehicles,LEYLAND NATIONAL,2020,9
Light goods vehicles,LEYLAND NATIONAL,2021,9
Light goods vehicles,LEYLAND NATIONAL,2022,9
Other vehicles,LEYLAND NATIONAL,2018,22
Other vehicles,LEYLAND NATIONAL,2019,20
Other vehicles,LEYLAND NATIONAL,2020,17
Other vehicles,LEYLAND NATIONAL,2021,18
Other vehicles,LEYLAND NATIONAL,2022,19
Buses and coaches,LEYLAND REDLINE,2018,5
Buses and coaches,LEYLAND REDLINE,2019,4
Buses and coaches,LEYLAND REDLINE,2020,5
Buses and coaches,LEYLAND REDLINE,2021,4
Buses and coaches,LEYLAND REDLINE,2022,3
Cars,LEYLAND REDLINE,2018,1
Cars,LEYLAND REDLINE,2019,1
Cars,LEYLAND REDLINE,2020,1
Cars,LEYLAND REDLINE,2021,1
Cars,LEYLAND REDLINE,2022,1
Heavy goods vehicles,LEYLAND REDLINE,2018,40
Heavy goods vehicles,LEYLAND REDLINE,2019,35
Heavy goods vehicles,LEYLAND REDLINE,2020,34
Heavy goods vehicles,LEYLAND REDLINE,2021,38
Heavy goods vehicles,LEYLAND REDLINE,2022,36
Light goods vehicles,LEYLAND REDLINE,2018,49
Light goods vehicles,LEYLAND REDLINE,2019,49
Light goods vehicles,LEYLAND REDLINE,2020,41
Light goods vehicles,LEYLAND REDLINE,2021,43
Light goods vehicles,LEYLAND REDLINE,2022,42
Other vehicles,LEYLAND REDLINE,2018,25
Other vehicles,LEYLAND REDLINE,2019,23
Other vehicles,LEYLAND REDLINE,2020,23
Other vehicles,LEYLAND REDLINE,2021,24
Other vehicles,LEYLAND REDLINE,2022,24
Buses and coaches,LEYLAND SCOTSTOUN,2018,2
Buses and coaches,LEYLAND SCOTSTOUN,2019,3
Buses and coaches,LEYLAND SCOTSTOUN,2020,1
Buses and coaches,LEYLAND SCOTSTOUN,2021,2
Buses and coaches,LEYLAND SCOTSTOUN,2022,3
Cars,LEYLAND SCOTSTOUN,2018,2
Cars,LEYLAND SCOTSTOUN,2019,1
Cars,LEYLAND SCOTSTOUN,2020,2
Cars,LEYLAND SCOTSTOUN,2021,1
Cars,LEYLAND SCOTSTOUN,2022,1
Heavy goods vehicles,LEYLAND SCOTSTOUN,2018,27
Heavy goods vehicles,LEYLAND SCOTSTOUN,2019,26
Heavy goods vehicles,LEYLAND SCOTSTOUN,2020,27
Heavy goods vehicles,LEYLAND SCOTSTOUN,2021,23
Heavy goods vehicles,LEYLAND SCOTSTOUN,2022,28
Light goods vehicles,LEYLAND SCOTSTOUN,2018,4
Light goods vehicles,LEYLAND SCOTSTOUN,2019,5
Light goods vehicles,LEYLAND SCOTSTOUN,2020,4
Light goods vehicles,LEYLAND SCOTSTOUN,2021,4
Light goods vehicles,LEYLAND SCOTSTOUN,2022,4
Motorcycles,LEYLAND SCOTSTOUN,2018,0
Motorcycles,LEYLAND SCOTSTOUN,2019,0
Motorcycles,LEYLAND SCOTSTOUN,2020,1
Motorcycles,LEYLAND SCOTSTOUN,2021,0
Motorcycles,LEYLAND SCOTSTOUN,2022,0
Other vehicles,LEYLAND SCOTSTOUN,2018,26
Other vehicles,LEYLAND SCOTSTOUN,2019,24
Other vehicles,LEYLAND SCOTSTOUN,2020,22
Other vehicles,LEYLAND SCOTSTOUN,2021,23
Other vehicles,LEYLAND SCOTSTOUN,2022,22
Light goods vehicles,LHY,2018,0
Light goods vehicles,LHY,2019,1
Light goods vehicles,LHY,2020,2
Light goods vehicles,LHY,2021,4
Light goods vehicles,LHY,2022,3
Other vehicles,LHY,2018,0
Other vehicles,LHY,2019,60
Other vehicles,LHY,2020,213
Other vehicles,LHY,2021,318
Other vehicles,LHY,2022,316
Cars,LIEBHERR,2018,0
Cars,LIEBHERR,2019,0
Cars,LIEBHERR,2020,0
Cars,LIEBHERR,2021,0
Cars,LIEBHERR,2022,0
Heavy goods vehicles,LIEBHERR,2018,5
Heavy goods vehicles,LIEBHERR,2019,6
Heavy goods vehicles,LIEBHERR,2020,5
Heavy goods vehicles,LIEBHERR,2021,8
Heavy goods vehicles,LIEBHERR,2022,5
Other vehicles,LIEBHERR,2018,1123
Other vehicles,LIEBHERR,2019,1187
Other vehicles,LIEBHERR,2020,1189
Other vehicles,LIEBHERR,2021,1301
Other vehicles,LIEBHERR,2022,1361
Light goods vehicles,LIFAN,2018,0
Light goods vehicles,LIFAN,2019,0
Light goods vehicles,LIFAN,2020,0
Light goods vehicles,LIFAN,2021,0
Light goods vehicles,LIFAN,2022,0
Motorcycles,LIFAN,2018,734
Motorcycles,LIFAN,2019,634
Motorcycles,LIFAN,2020,560
Motorcycles,LIFAN,2021,448
Motorcycles,LIFAN,2022,378
Other vehicles,LIFAN,2018,6
Other vehicles,LIFAN,2019,3
Other vehicles,LIFAN,2020,1
Other vehicles,LIFAN,2021,3
Other vehicles,LIFAN,2022,3
Cars,LIGIER,2018,3
Cars,LIGIER,2019,4
Cars,LIGIER,2020,4
Cars,LIGIER,2021,6
Cars,LIGIER,2022,3
Light goods vehicles,LIGIER,2018,6
Light goods vehicles,LIGIER,2019,5
Light goods vehicles,LIGIER,2020,4
Light goods vehicles,LIGIER,2021,12
Light goods vehicles,LIGIER,2022,12
Other vehicles,LIGIER,2018,1
Other vehicles,LIGIER,2019,1
Other vehicles,LIGIER,2020,0
Other vehicles,LIGIER,2021,0
Other vehicles,LIGIER,2022,0
Buses and coaches,LINCOLN,2018,1
Buses and coaches,LINCOLN,2019,1
Buses and coaches,LINCOLN,2020,1
Buses and coaches,LINCOLN,2021,1
Buses and coaches,LINCOLN,2022,2
Cars,LINCOLN,2018,598
Cars,LINCOLN,2019,605
Cars,LINCOLN,2020,504
Cars,LINCOLN,2021,561
Cars,LINCOLN,2022,562
Light goods vehicles,LINCOLN,2018,32
Light goods vehicles,LINCOLN,2019,28
Light goods vehicles,LINCOLN,2020,25
Light goods vehicles,LINCOLN,2021,30
Light goods vehicles,LINCOLN,2022,24
Motorcycles,LINCOLN,2018,2
Motorcycles,LINCOLN,2019,2
Motorcycles,LINCOLN,2020,3
Motorcycles,LINCOLN,2021,3
Motorcycles,LINCOLN,2022,3
Other vehicles,LINCOLN,2018,7
Other vehicles,LINCOLN,2019,7
Other vehicles,LINCOLN,2020,7
Other vehicles,LINCOLN,2021,8
Other vehicles,LINCOLN,2022,8
Heavy goods vehicles,LINER,2018,1
Heavy goods vehicles,LINER,2019,1
Heavy goods vehicles,LINER,2020,1
Heavy goods vehicles,LINER,2021,0
Heavy goods vehicles,LINER,2022,1
Light goods vehicles,LINER,2018,52
Light goods vehicles,LINER,2019,53
Light goods vehicles,LINER,2020,53
Light goods vehicles,LINER,2021,52
Light goods vehicles,LINER,2022,52
Other vehicles,LINER,2018,6
Other vehicles,LINER,2019,6
Other vehicles,LINER,2020,6
Other vehicles,LINER,2021,7
Other vehicles,LINER,2022,6
Light goods vehicles,LIN-HAI,2018,1
Light goods vehicles,LIN-HAI,2019,3
Light goods vehicles,LIN-HAI,2020,4
Light goods vehicles,LIN-HAI,2021,4
Light goods vehicles,LIN-HAI,2022,4
Other vehicles,LIN-HAI,2018,7
Other vehicles,LIN-HAI,2019,11
Other vehicles,LIN-HAI,2020,16
Other vehicles,LIN-HAI,2021,20
Other vehicles,LIN-HAI,2022,28
Light goods vehicles,LINHAI,2018,6
Light goods vehicles,LINHAI,2019,4
Light goods vehicles,LINHAI,2020,3
Light goods vehicles,LINHAI,2021,9
Light goods vehicles,LINHAI,2022,6
Other vehicles,LINHAI,2018,42
Other vehicles,LINHAI,2019,43
Other vehicles,LINHAI,2020,42
Other vehicles,LINHAI,2021,54
Other vehicles,LINHAI,2022,76
Motorcycles,LIVEWIRE,2018,0
Motorcycles,LIVEWIRE,2019,0
Motorcycles,LIVEWIRE,2020,0
Motorcycles,LIVEWIRE,2021,0
Motorcycles,LIVEWIRE,2022,0
Heavy goods vehicles,LML,2018,0
Heavy goods vehicles,LML,2019,1
Heavy goods vehicles,LML,2020,1
Heavy goods vehicles,LML,2021,1
Heavy goods vehicles,LML,2022,1
Motorcycles,LML,2018,2643
Motorcycles,LML,2019,2348
Motorcycles,LML,2020,2228
Motorcycles,LML,2021,2060
Motorcycles,LML,2022,1858
Other vehicles,LML,2018,1
Other vehicles,LML,2019,1
Other vehicles,LML,2020,1
Other vehicles,LML,2021,1
Other vehicles,LML,2022,1
Motorcycles,LMX BIKES,2018,0
Motorcycles,LMX BIKES,2019,0
Motorcycles,LMX BIKES,2020,1
Motorcycles,LMX BIKES,2021,2
Motorcycles,LMX BIKES,2022,2
Cars,LONCIN,2018,1
Cars,LONCIN,2019,0
Cars,LONCIN,2020,0
Cars,LONCIN,2021,0
Cars,LONCIN,2022,0
Light goods vehicles,LONCIN,2018,2
Light goods vehicles,LONCIN,2019,0
Light goods vehicles,LONCIN,2020,0
Light goods vehicles,LONCIN,2021,0
Light goods vehicles,LONCIN,2022,0
Motorcycles,LONCIN,2018,36
Motorcycles,LONCIN,2019,32
Motorcycles,LONCIN,2020,26
Motorcycles,LONCIN,2021,20
Motorcycles,LONCIN,2022,16
Other vehicles,LONCIN,2018,17
Other vehicles,LONCIN,2019,13
Other vehicles,LONCIN,2020,14
Other vehicles,LONCIN,2021,16
Other vehicles,LONCIN,2022,29
Cars,LONDON TAXIS INT.,2018,37
Cars,LONDON TAXIS INT.,2019,27
Cars,LONDON TAXIS INT.,2020,16
Cars,LONDON TAXIS INT.,2021,12
Cars,LONDON TAXIS INT.,2022,5
Light goods vehicles,LONDON TAXIS INT.,2018,3
Light goods vehicles,LONDON TAXIS INT.,2019,2
Light goods vehicles,LONDON TAXIS INT.,2020,3
Light goods vehicles,LONDON TAXIS INT.,2021,5
Light goods vehicles,LONDON TAXIS INT.,2022,6
Motorcycles,LONDON TAXIS INT.,2018,0
Motorcycles,LONDON TAXIS INT.,2019,0
Motorcycles,LONDON TAXIS INT.,2020,0
Motorcycles,LONDON TAXIS INT.,2021,0
Motorcycles,LONDON TAXIS INT.,2022,0
Other vehicles,LONDON TAXIS INT.,2018,24417
Other vehicles,LONDON TAXIS INT.,2019,20823
Other vehicles,LONDON TAXIS INT.,2020,14002
Other vehicles,LONDON TAXIS INT.,2021,12953
Other vehicles,LONDON TAXIS INT.,2022,11158
Motorcycles,LONGJIA,2018,1725
Motorcycles,LONGJIA,2019,1282
Motorcycles,LONGJIA,2020,1129
Motorcycles,LONGJIA,2021,987
Motorcycles,LONGJIA,2022,792
Cars,LONSDALE,2018,1
Cars,LONSDALE,2019,1
Cars,LONSDALE,2020,1
Cars,LONSDALE,2021,1
Cars,LONSDALE,2022,0
Light goods vehicles,LONSDALE,2018,2
Light goods vehicles,LONSDALE,2019,2
Light goods vehicles,LONSDALE,2020,1
Light goods vehicles,LONSDALE,2021,1
Light goods vehicles,LONSDALE,2022,1
Motorcycles,LONSDALE,2018,0
Motorcycles,LONSDALE,2019,0
Motorcycles,LONSDALE,2020,0
Motorcycles,LONSDALE,2021,0
Motorcycles,LONSDALE,2022,0
Other vehicles,LONSDALE,2018,1
Other vehicles,LONSDALE,2019,1
Other vehicles,LONSDALE,2020,1
Other vehicles,LONSDALE,2021,1
Other vehicles,LONSDALE,2022,1
Cars,LOTUS,2018,11177
Cars,LOTUS,2019,11222
Cars,LOTUS,2020,10763
Cars,LOTUS,2021,11063
Cars,LOTUS,2022,11037
Light goods vehicles,LOTUS,2018,4
Light goods vehicles,LOTUS,2019,4
Light goods vehicles,LOTUS,2020,4
Light goods vehicles,LOTUS,2021,4
Light goods vehicles,LOTUS,2022,5
Motorcycles,LOTUS,2018,5
Motorcycles,LOTUS,2019,4
Motorcycles,LOTUS,2020,3
Motorcycles,LOTUS,2021,2
Motorcycles,LOTUS,2022,2
Other vehicles,LOTUS,2018,8
Other vehicles,LOTUS,2019,8
Other vehicles,LOTUS,2020,9
Other vehicles,LOTUS,2021,7
Other vehicles,LOTUS,2022,7
Other vehicles,LTI CARBODIES,2018,2
Other vehicles,LTI CARBODIES,2019,2
Other vehicles,LTI CARBODIES,2020,2
Other vehicles,LTI CARBODIES,2021,2
Other vehicles,LTI CARBODIES,2022,1
Motorcycles,LUCKY,2018,0
Motorcycles,LUCKY,2019,1
Motorcycles,LUCKY,2020,2
Motorcycles,LUCKY,2021,1
Motorcycles,LUCKY,2022,0
Other vehicles,LUCKY,2018,0
Other vehicles,LUCKY,2019,0
Other vehicles,LUCKY,2020,0
Other vehicles,LUCKY,2021,0
Other vehicles,LUCKY,2022,0
Cars,LUEGO,2018,1
Cars,LUEGO,2019,1
Cars,LUEGO,2020,0
Cars,LUEGO,2021,1
Cars,LUEGO,2022,0
Motorcycles,LVNENG,2018,0
Motorcycles,LVNENG,2019,0
Motorcycles,LVNENG,2020,15
Motorcycles,LVNENG,2021,65
Motorcycles,LVNENG,2022,85
Light goods vehicles,LVTONG,2018,0
Light goods vehicles,LVTONG,2019,0
Light goods vehicles,LVTONG,2020,0
Light goods vehicles,LVTONG,2021,9
Light goods vehicles,LVTONG,2022,47
Cars,MAEVING,2018,0
Cars,MAEVING,2019,0
Cars,MAEVING,2020,0
Cars,MAEVING,2021,0
Cars,MAEVING,2022,0
Motorcycles,MAEVING,2018,0
Motorcycles,MAEVING,2019,0
Motorcycles,MAEVING,2020,0
Motorcycles,MAEVING,2021,0
Motorcycles,MAEVING,2022,109
Buses and coaches,MAGIRUS DEUTZ,2018,1
Buses and coaches,MAGIRUS DEUTZ,2019,1
Buses and coaches,MAGIRUS DEUTZ,2020,1
Buses and coaches,MAGIRUS DEUTZ,2021,1
Buses and coaches,MAGIRUS DEUTZ,2022,1
Cars,MAGIRUS DEUTZ,2018,3
Cars,MAGIRUS DEUTZ,2019,0
Cars,MAGIRUS DEUTZ,2020,2
Cars,MAGIRUS DEUTZ,2021,1
Cars,MAGIRUS DEUTZ,2022,1
Heavy goods vehicles,MAGIRUS DEUTZ,2018,13
Heavy goods vehicles,MAGIRUS DEUTZ,2019,12
Heavy goods vehicles,MAGIRUS DEUTZ,2020,11
Heavy goods vehicles,MAGIRUS DEUTZ,2021,12
Heavy goods vehicles,MAGIRUS DEUTZ,2022,12
Light goods vehicles,MAGIRUS DEUTZ,2018,19
Light goods vehicles,MAGIRUS DEUTZ,2019,17
Light goods vehicles,MAGIRUS DEUTZ,2020,17
Light goods vehicles,MAGIRUS DEUTZ,2021,17
Light goods vehicles,MAGIRUS DEUTZ,2022,16
Motorcycles,MAGIRUS DEUTZ,2018,0
Motorcycles,MAGIRUS DEUTZ,2019,1
Motorcycles,MAGIRUS DEUTZ,2020,1
Motorcycles,MAGIRUS DEUTZ,2021,1
Motorcycles,MAGIRUS DEUTZ,2022,1
Other vehicles,MAGIRUS DEUTZ,2018,46
Other vehicles,MAGIRUS DEUTZ,2019,46
Other vehicles,MAGIRUS DEUTZ,2020,49
Other vehicles,MAGIRUS DEUTZ,2021,49
Other vehicles,MAGIRUS DEUTZ,2022,47
Motorcycles,MAGNI,2018,2
Motorcycles,MAGNI,2019,1
Motorcycles,MAGNI,2020,3
Motorcycles,MAGNI,2021,0
Motorcycles,MAGNI,2022,2
Other vehicles,MAGNI,2018,13
Other vehicles,MAGNI,2019,17
Other vehicles,MAGNI,2020,13
Other vehicles,MAGNI,2021,22
Other vehicles,MAGNI,2022,27
Cars,MAGYAR SUZUKI,2018,1
Cars,MAGYAR SUZUKI,2019,0
Cars,MAGYAR SUZUKI,2020,0
Cars,MAGYAR SUZUKI,2021,0
Cars,MAGYAR SUZUKI,2022,0
Buses and coaches,MAHINDRA,2018,1
Buses and coaches,MAHINDRA,2019,1
Buses and coaches,MAHINDRA,2020,0
Buses and coaches,MAHINDRA,2021,1
Buses and coaches,MAHINDRA,2022,1
Cars,MAHINDRA,2018,17
Cars,MAHINDRA,2019,16
Cars,MAHINDRA,2020,13
Cars,MAHINDRA,2021,16
Cars,MAHINDRA,2022,13
Heavy goods vehicles,MAHINDRA,2018,2
Heavy goods vehicles,MAHINDRA,2019,1
Heavy goods vehicles,MAHINDRA,2020,2
Heavy goods vehicles,MAHINDRA,2021,2
Heavy goods vehicles,MAHINDRA,2022,2
Light goods vehicles,MAHINDRA,2018,14
Light goods vehicles,MAHINDRA,2019,13
Light goods vehicles,MAHINDRA,2020,13
Light goods vehicles,MAHINDRA,2021,13
Light goods vehicles,MAHINDRA,2022,15
Other vehicles,MAHINDRA,2018,64
Other vehicles,MAHINDRA,2019,64
Other vehicles,MAHINDRA,2020,68
Other vehicles,MAHINDRA,2021,63
Other vehicles,MAHINDRA,2022,76
Other vehicles,MAKE MISSING,2018,1
Other vehicles,MAKE MISSING,2019,1
Other vehicles,MAKE MISSING,2020,1
Other vehicles,MAKE MISSING,2021,1
Other vehicles,MAKE MISSING,2022,1
Motorcycles,MALAGUTI,2018,186
Motorcycles,MALAGUTI,2019,153
Motorcycles,MALAGUTI,2020,158
Motorcycles,MALAGUTI,2021,137
Motorcycles,MALAGUTI,2022,134
Other vehicles,MALAGUTI,2018,2
Other vehicles,MALAGUTI,2019,2
Other vehicles,MALAGUTI,2020,2
Other vehicles,MALAGUTI,2021,2
Other vehicles,MALAGUTI,2022,2
Buses and coaches,MAN,2018,1455
Buses and coaches,MAN,2019,1363
Buses and coaches,MAN,2020,1126
Buses and coaches,MAN,2021,1162
Buses and coaches,MAN,2022,1037
Cars,MAN,2018,0
Cars,MAN,2019,1
Cars,MAN,2020,1
Cars,MAN,2021,2
Cars,MAN,2022,8
Heavy goods vehicles,MAN,2018,39921
Heavy goods vehicles,MAN,2019,39307
Heavy goods vehicles,MAN,2020,38628
Heavy goods vehicles,MAN,2021,40133
Heavy goods vehicles,MAN,2022,40158
Light goods vehicles,MAN,2018,729
Light goods vehicles,MAN,2019,2172
Light goods vehicles,MAN,2020,4703
Light goods vehicles,MAN,2021,7595
Light goods vehicles,MAN,2022,9630
Motorcycles,MAN,2018,1
Motorcycles,MAN,2019,0
Motorcycles,MAN,2020,0
Motorcycles,MAN,2021,1
Motorcycles,MAN,2022,1
Other vehicles,MAN,2018,2220
Other vehicles,MAN,2019,2286
Other vehicles,MAN,2020,2233
Other vehicles,MAN,2021,2254
Other vehicles,MAN,2022,2097
Motorcycles,MANET,2018,3
Motorcycles,MANET,2019,0
Motorcycles,MANET,2020,4
Motorcycles,MANET,2021,2
Motorcycles,MANET,2022,2
Cars,MANITOU,2018,4
Cars,MANITOU,2019,4
Cars,MANITOU,2020,4
Cars,MANITOU,2021,4
Cars,MANITOU,2022,4
Heavy goods vehicles,MANITOU,2018,74
Heavy goods vehicles,MANITOU,2019,76
Heavy goods vehicles,MANITOU,2020,69
Heavy goods vehicles,MANITOU,2021,68
Heavy goods vehicles,MANITOU,2022,67
Light goods vehicles,MANITOU,2018,39
Light goods vehicles,MANITOU,2019,37
Light goods vehicles,MANITOU,2020,37
Light goods vehicles,MANITOU,2021,36
Light goods vehicles,MANITOU,2022,36
Other vehicles,MANITOU,2018,14733
Other vehicles,MANITOU,2019,15178
Other vehicles,MANITOU,2020,15249
Other vehicles,MANITOU,2021,16251
Other vehicles,MANITOU,2022,17116
Buses and coaches,MAN/VW,2018,3
Buses and coaches,MAN/VW,2019,1
Buses and coaches,MAN/VW,2020,1
Buses and coaches,MAN/VW,2021,1
Buses and coaches,MAN/VW,2022,1
Cars,MAN/VW,2018,0
Cars,MAN/VW,2019,0
Cars,MAN/VW,2020,0
Cars,MAN/VW,2021,0
Cars,MAN/VW,2022,0
Heavy goods vehicles,MAN/VW,2018,155
Heavy goods vehicles,MAN/VW,2019,124
Heavy goods vehicles,MAN/VW,2020,88
